,user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
2970148,1P7IKNKJQN6P,7aeac604bd08e,1541312716,7,search for destination,"Seoul, South Korea",DE,"Seoul, South Korea",desktop,Very Good Rating|Breakfast Included,,
2970149,1P7IKNKJQN6P,7aeac604bd08e,1541312762,8,change of sort order,interaction sort button,DE,"Seoul, South Korea",desktop,,,
2970150,1P7IKNKJQN6P,7aeac604bd08e,1541312762,9,change of sort order,price only,DE,"Seoul, South Korea",desktop,,,
2970151,1P7IKNKJQN6P,7aeac604bd08e,1541312762,10,change of sort order,interaction sort button,DE,"Seoul, South Korea",desktop,,,
2970152,1P7IKNKJQN6P,7aeac604bd08e,1541312762,11,filter selection,Sort by Price,DE,"Seoul, South Korea",desktop,Very Good Rating|Breakfast Included|Sort by Price,,
2970166,1P7IKNKJQN6P,7aeac604bd08e,1541312848,25,filter selection,4 Star,DE,"Seoul, South Korea",desktop,Very Good Rating|Breakfast Included|Sort by Price|3 Star|4 Star,,
2970167,1P7IKNKJQN6P,7aeac604bd08e,1541312848,26,filter selection,3 Star,DE,"Seoul, South Korea",desktop,Very Good Rating|Breakfast Included|Sort by Price|3 Star,,
2970168,1P7IKNKJQN6P,7aeac604bd08e,1541312856,27,filter selection,5 Star,DE,"Seoul, South Korea",desktop,Very Good Rating|Breakfast Included|Sort by Price|3 Star|4 Star|5 Star,,
2975246,H2G06NNRN2U5,88083002daf79,1541324803,1,search for destination,"Seoul, South Korea",DE,"Seoul, South Korea",mobile,,,
2988347,BMIIYGT358CO,f9db956df3d8d,1541432416,2,search for poi,Myeong-dong,MY,"Seoul, South Korea",mobile,,,
3065150,7UM54KX0J6VO,387e4d04845df,1541425014,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
3068932,H9X2S9O330G7,1359334efc9ed,1541383015,1,search for poi,Gyeongbok Palace Station Metro Gallery,MX,"Seoul, South Korea",mobile,,,
3071434,N2A1J452V9ZU,762b7f9624fc8,1541394553,1,filter selection,4 Star,SG,"Seoul, South Korea",desktop,4 Star,,
3071435,N2A1J452V9ZU,762b7f9624fc8,1541394558,2,filter selection,5 Star,SG,"Seoul, South Korea",desktop,4 Star|5 Star,,
3071436,N2A1J452V9ZU,762b7f9624fc8,1541394560,3,filter selection,Very Good Rating,SG,"Seoul, South Korea",desktop,4 Star|5 Star|Very Good Rating,,
3071437,N2A1J452V9ZU,762b7f9624fc8,1541394568,4,filter selection,Excellent Rating,SG,"Seoul, South Korea",desktop,4 Star|5 Star|Excellent Rating,,
3082966,BL4CG61HS2S1,9d0ddcea78b6a,1541478677,1,search for poi,Myeong-dong,MY,"Seoul, South Korea",mobile,,,
3082976,BL4CG61HS2S1,9d0ddcea78b6a,1541478858,11,change of sort order,interaction sort button,MY,"Seoul, South Korea",mobile,,,
3082977,BL4CG61HS2S1,9d0ddcea78b6a,1541478888,12,filter selection,House / Apartment,MY,"Seoul, South Korea",mobile,House / Apartment,,
3082989,BL4CG61HS2S1,9d0ddcea78b6a,1541479113,24,search for poi,Itaewon,MY,"Seoul, South Korea",mobile,,,
3096751,CBBRP3A8B277,15a5756a48cca,1541039977,1,filter selection,Satisfactory Rating,TW,"Seoul, South Korea",mobile,Satisfactory Rating,,
3112649,PLEJZ2I9PRVT,15510af1f5c1a,1541149849,2,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
3117909,4M9CR4G8VQ1W,1a796389c1df7,1541256208,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
3136275,NA0766L3EM0D,5d0c45202b6c5,1541369850,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
3136276,NA0766L3EM0D,5d0c45202b6c5,1541369885,2,filter selection,Hotel,JP,"Seoul, South Korea",mobile,Hotel|Motel,,
3136277,NA0766L3EM0D,5d0c45202b6c5,1541369885,3,filter selection,Motel,JP,"Seoul, South Korea",mobile,Hotel|Motel,,
3136278,NA0766L3EM0D,5d0c45202b6c5,1541369886,4,filter selection,Hostal (ES),JP,"Seoul, South Korea",mobile,,,
3136279,NA0766L3EM0D,5d0c45202b6c5,1541369886,5,filter selection,Hotel,JP,"Seoul, South Korea",mobile,,,
3136280,NA0766L3EM0D,5d0c45202b6c5,1541369886,6,filter selection,Motel,JP,"Seoul, South Korea",mobile,,,
3136281,NA0766L3EM0D,5d0c45202b6c5,1541369886,7,filter selection,Resort,JP,"Seoul, South Korea",mobile,,,
3136282,NA0766L3EM0D,5d0c45202b6c5,1541369891,8,filter selection,Serviced Apartment,JP,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment,,
3136283,NA0766L3EM0D,5d0c45202b6c5,1541369891,9,filter selection,House / Apartment,JP,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment,,
3136284,NA0766L3EM0D,5d0c45202b6c5,1541369895,10,filter selection,Hotel,JP,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment|Hotel|Motel,,
3136285,NA0766L3EM0D,5d0c45202b6c5,1541369895,11,filter selection,Motel,JP,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment|Hotel|Motel,,
3136286,NA0766L3EM0D,5d0c45202b6c5,1541369916,12,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3136287,NA0766L3EM0D,5d0c45202b6c5,1541369927,13,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
3136288,NA0766L3EM0D,5d0c45202b6c5,1541369927,14,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment|Hotel|Motel|Sort by Price,,
3145486,9O4Y5XM09BFR,f70100b73fc12,1541437971,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3145487,9O4Y5XM09BFR,f70100b73fc12,1541437981,2,change of sort order,distance and recommended,JP,"Seoul, South Korea",mobile,,,
3145488,9O4Y5XM09BFR,f70100b73fc12,1541437981,3,filter selection,Focus on Distance,JP,"Seoul, South Korea",mobile,Focus on Distance,,
3145552,9XE3QWG1IE9F,11565556cdc06,1541451304,1,search for poi,Myeongdong,PH,"Seoul, South Korea",desktop,,,
3145553,9XE3QWG1IE9F,11565556cdc06,1541451316,2,change of sort order,interaction sort button,PH,"Seoul, South Korea",desktop,,,
3145554,9XE3QWG1IE9F,11565556cdc06,1541451319,3,change of sort order,price and recommended,PH,"Seoul, South Korea",desktop,,,
3145555,9XE3QWG1IE9F,11565556cdc06,1541451319,4,filter selection,Best Value,PH,"Seoul, South Korea",desktop,Best Value,,
3145557,9XE3QWG1IE9F,11565556cdc06,1541451666,6,change of sort order,interaction sort button,PH,"Seoul, South Korea",desktop,,,
3145558,9XE3QWG1IE9F,11565556cdc06,1541451666,7,change of sort order,price only,PH,"Seoul, South Korea",desktop,,,
3145559,9XE3QWG1IE9F,11565556cdc06,1541451666,8,filter selection,Sort by Price,PH,"Seoul, South Korea",desktop,Sort by Price,,
3150233,NW99JDKWFZK4,2b9f86180e974,1541460656,1,search for poi,Hongdae,HK,"Seoul, South Korea",tablet,,,
3150234,NW99JDKWFZK4,2b9f86180e974,1541460820,2,change of sort order,interaction sort button,HK,"Seoul, South Korea",tablet,,,
3150235,NW99JDKWFZK4,2b9f86180e974,1541460830,3,change of sort order,price only,HK,"Seoul, South Korea",tablet,,,
3150236,NW99JDKWFZK4,2b9f86180e974,1541460830,4,filter selection,Sort by Price,HK,"Seoul, South Korea",tablet,Sort by Price,,
3173301,2S9IG4934PUI,cefebb6189214,1541055441,1,search for poi,Myeongdong,TW,"Seoul, South Korea",tablet,Best Value,,
3173302,2S9IG4934PUI,cefebb6189214,1541055621,2,filter selection,Hotel,TW,"Seoul, South Korea",tablet,Focus on Distance|Hotel|Motel,,
3173303,2S9IG4934PUI,cefebb6189214,1541055621,3,filter selection,Motel,TW,"Seoul, South Korea",tablet,Focus on Distance|Hotel|Motel,,
3173304,2S9IG4934PUI,cefebb6189214,1541055626,4,filter selection,Hostal (ES),TW,"Seoul, South Korea",tablet,Focus on Distance,,
3173305,2S9IG4934PUI,cefebb6189214,1541055626,5,filter selection,Hotel,TW,"Seoul, South Korea",tablet,Focus on Distance,,
3173306,2S9IG4934PUI,cefebb6189214,1541055626,6,filter selection,Motel,TW,"Seoul, South Korea",tablet,Focus on Distance,,
3173307,2S9IG4934PUI,cefebb6189214,1541055626,7,filter selection,Resort,TW,"Seoul, South Korea",tablet,Focus on Distance,,
3173308,2S9IG4934PUI,cefebb6189214,1541055631,8,filter selection,Hotel,TW,"Seoul, South Korea",tablet,Focus on Distance|Hotel|Motel,,
3173309,2S9IG4934PUI,cefebb6189214,1541055631,9,filter selection,Motel,TW,"Seoul, South Korea",tablet,Focus on Distance|Hotel|Motel,,
3173310,2S9IG4934PUI,cefebb6189214,1541055641,10,filter selection,Excellent Rating,TW,"Seoul, South Korea",tablet,Focus on Distance|Hotel|Motel|Excellent Rating,,
3176587,9A43QF7UQ2X9,78e307748ea5e,1541067355,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
3176588,9A43QF7UQ2X9,78e307748ea5e,1541067372,2,filter selection,4 Star,JP,"Seoul, South Korea",mobile,4 Star,,
3176600,9A43QF7UQ2X9,78e307748ea5e,1541068381,14,filter selection,5 Star,JP,"Seoul, South Korea",mobile,4 Star|5 Star,,
3176626,9A43QF7UQ2X9,78e307748ea5e,1541069410,40,filter selection,Excellent Rating,JP,"Seoul, South Korea",mobile,4 Star|5 Star|Excellent Rating,,
3176627,9A43QF7UQ2X9,78e307748ea5e,1541069412,41,filter selection,5 Star,JP,"Seoul, South Korea",mobile,4 Star|Excellent Rating,,
3176628,9A43QF7UQ2X9,78e307748ea5e,1541069413,42,filter selection,4 Star,JP,"Seoul, South Korea",mobile,Excellent Rating,,
3176629,9A43QF7UQ2X9,78e307748ea5e,1541069413,43,filter selection,5 Star,JP,"Seoul, South Korea",mobile,Excellent Rating|5 Star,,
3176630,9A43QF7UQ2X9,78e307748ea5e,1541069466,44,filter selection,Very Good Rating,JP,"Seoul, South Korea",mobile,5 Star|Very Good Rating,,
3176631,9A43QF7UQ2X9,78e307748ea5e,1541069819,45,filter selection,4 Star,JP,"Seoul, South Korea",mobile,5 Star|Very Good Rating|4 Star,,
3199764,3GRU7G1BUUH7,483af414de4df,1541212594,1,search for poi,Myeong-dong,US,"Seoul, South Korea",desktop,,,
3199802,3GRU7G1BUUH7,483af414de4df,1541213524,39,search for poi,Myeongdong,US,"Seoul, South Korea",desktop,,,
3200633,5M9ZAHHWH4CW,42851481093f0,1541215825,1,filter selection,Serviced Apartment,MY,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment,,
3200634,5M9ZAHHWH4CW,42851481093f0,1541215825,2,filter selection,House / Apartment,MY,"Seoul, South Korea",mobile,House / Apartment|Serviced Apartment,,
3200635,5M9ZAHHWH4CW,42851481093f0,1541215861,3,filter selection,House / Apartment,MY,"Seoul, South Korea",mobile,Serviced Apartment,,
3200636,5M9ZAHHWH4CW,42851481093f0,1541215865,4,filter selection,Serviced Apartment,MY,"Seoul, South Korea",mobile,,,
3217928,MFJ87G0B6RLQ,41c251c8828a0,1541355166,1,search for poi,Myeong-dong,JP,"Seoul, South Korea",desktop,,,
3224742,2A333XTO8MI1,6532a5964adb0,1541427841,1,search for poi,Myeong-dong,SG,"Seoul, South Korea",desktop,,,
3245957,C4VF1G85QR13,5cc4dbd64cff8,1541469216,1,search for poi,Hongdae,HK,"Seoul, South Korea",desktop,,,
3251446,NG5P2FUQCJPX,dba61103ec1fd,1541480776,2,change of sort order,interaction sort button,SG,"Seoul, South Korea",desktop,,,
3251447,NG5P2FUQCJPX,dba61103ec1fd,1541480779,3,change of sort order,price only,SG,"Seoul, South Korea",desktop,,,
3251448,NG5P2FUQCJPX,dba61103ec1fd,1541480779,4,filter selection,Sort by Price,SG,"Seoul, South Korea",desktop,Sort by Price,,
3251449,NG5P2FUQCJPX,dba61103ec1fd,1541480825,5,change of sort order,interaction sort button,SG,"Seoul, South Korea",desktop,,,
3251450,NG5P2FUQCJPX,dba61103ec1fd,1541480826,6,change of sort order,distance only,SG,"Seoul, South Korea",desktop,,,
3251451,NG5P2FUQCJPX,dba61103ec1fd,1541480826,7,filter selection,Sort By Distance,SG,"Seoul, South Korea",desktop,Sort By Distance,,
3253454,TCZ3GI37GSHR,a739f0fb9a764,1541490246,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",tablet,,,
3254854,XMQJUUIHGDBX,d40f0f00dfb9b,1541536699,2,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",mobile,,,
3254859,XMQJUUIHGDBX,d40f0f00dfb9b,1541539578,7,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",mobile,,,
3269466,09GB8S9XJ8IV,4128aaa131083,1541131120,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
3269467,09GB8S9XJ8IV,4128aaa131083,1541131121,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
3269469,09GB8S9XJ8IV,4128aaa131083,1541131228,4,search for poi,Myeong-dong,JP,"Seoul, South Korea",mobile,,,
3269470,09GB8S9XJ8IV,4128aaa131083,1541131243,5,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3269471,09GB8S9XJ8IV,4128aaa131083,1541131247,6,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
3269472,09GB8S9XJ8IV,4128aaa131083,1541131247,7,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
3272991,811W35634F92,39896eeab8db0,1541178604,1,search for poi,Hongdae,JP,"Seoul, South Korea",mobile,,,
3275985,IIS74UTYN29V,c3210d5443871,1541176566,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",mobile,Focus on Rating,,
3275986,IIS74UTYN29V,c3210d5443871,1541176577,2,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
3275987,IIS74UTYN29V,c3210d5443871,1541176578,3,change of sort order,price and recommended,HK,"Seoul, South Korea",mobile,,,
3275988,IIS74UTYN29V,c3210d5443871,1541176578,4,filter selection,Best Value,HK,"Seoul, South Korea",mobile,Best Value,,
3275989,IIS74UTYN29V,c3210d5443871,1541176624,5,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
3275990,IIS74UTYN29V,c3210d5443871,1541176625,6,change of sort order,rating only,HK,"Seoul, South Korea",mobile,,,
3275991,IIS74UTYN29V,c3210d5443871,1541176625,7,filter selection,Sort By Rating,HK,"Seoul, South Korea",mobile,Sort By Rating,,
3275992,IIS74UTYN29V,c3210d5443871,1541176684,8,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
3275993,IIS74UTYN29V,c3210d5443871,1541176688,9,change of sort order,rating and recommended,HK,"Seoul, South Korea",mobile,,,
3275994,IIS74UTYN29V,c3210d5443871,1541176688,10,filter selection,Focus on Rating,HK,"Seoul, South Korea",mobile,Focus on Rating,,
3276010,IIS74UTYN29V,c3210d5443871,1541177524,26,search for poi,Hongdae,HK,"Seoul, South Korea",mobile,Focus on Rating,,
3282088,YGKQOB3784U0,e2317258c37dd,1541158050,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3282089,YGKQOB3784U0,e2317258c37dd,1541158053,2,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
3282090,YGKQOB3784U0,e2317258c37dd,1541158053,3,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
3289565,PSVJTXV4HPM7,d5dab423ef826,1541259295,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
3292064,ZKHB6I0HPN5W,f0b606228b45d,1541242823,1,search for poi,Hongik University,JP,"Seoul, South Korea",tablet,,,
3299312,CNJ4S0230LLD,cef96abc338fb,1541319254,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",tablet,,,
3330047,I55T3L9B9Z46,d1074217aa7b8,1541513606,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",mobile,,,
3333301,QZ1DCP5P9GB6,2b693ad29a0fa,1541473664,1,search for poi,Seoul Station,KR,"Seoul, South Korea",desktop,,,
3333302,QZ1DCP5P9GB6,2b693ad29a0fa,1541473666,2,search for poi,Seoul Station,KR,"Seoul, South Korea",desktop,,,
3353971,WFY7DMGRFDJT,f642c0c5fde45,1541080313,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3353972,WFY7DMGRFDJT,f642c0c5fde45,1541080315,2,change of sort order,distance and recommended,JP,"Seoul, South Korea",mobile,,,
3353973,WFY7DMGRFDJT,f642c0c5fde45,1541080315,3,filter selection,Focus on Distance,JP,"Seoul, South Korea",mobile,Focus on Distance,,
3361240,I22CSSSVPOEZ,157c4c3489794,1541136788,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3361241,I22CSSSVPOEZ,157c4c3489794,1541136793,3,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
3361242,I22CSSSVPOEZ,157c4c3489794,1541136793,4,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
3361243,I22CSSSVPOEZ,157c4c3489794,1541136813,5,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
3361244,I22CSSSVPOEZ,157c4c3489794,1541136816,6,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
3361245,I22CSSSVPOEZ,157c4c3489794,1541136816,7,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
3397153,5R2601YLMHZI,06f93df5a0c1c,1541406276,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
3397154,5R2601YLMHZI,06f93df5a0c1c,1541406310,2,filter selection,5 Star,HK,"Seoul, South Korea",desktop,5 Star,,
3402331,EWNW7377JM7L,75b28660d48a0,1541385566,1,search for poi,Myeong-dong,JP,"Seoul, South Korea",desktop,,,
3402332,EWNW7377JM7L,75b28660d48a0,1541385591,2,filter selection,Hotel,JP,"Seoul, South Korea",desktop,Hotel|Motel,,
3402333,EWNW7377JM7L,75b28660d48a0,1541385591,3,filter selection,Motel,JP,"Seoul, South Korea",desktop,Hotel|Motel,,
3402334,EWNW7377JM7L,75b28660d48a0,1541385593,4,filter selection,4 Star,JP,"Seoul, South Korea",desktop,Hotel|Motel|5 Star|4 Star,,
3402335,EWNW7377JM7L,75b28660d48a0,1541385593,5,filter selection,5 Star,JP,"Seoul, South Korea",desktop,Hotel|Motel|5 Star,,
3402336,EWNW7377JM7L,75b28660d48a0,1541385617,6,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
3402337,EWNW7377JM7L,75b28660d48a0,1541385617,7,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
3402338,EWNW7377JM7L,75b28660d48a0,1541385729,8,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
3402339,EWNW7377JM7L,75b28660d48a0,1541385729,9,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
3402340,EWNW7377JM7L,75b28660d48a0,1541385730,10,change of sort order,our recommendations,JP,"Seoul, South Korea",desktop,,,
3402341,EWNW7377JM7L,75b28660d48a0,1541385730,11,filter selection,Sort By Popularity,JP,"Seoul, South Korea",desktop,Hotel|Motel|5 Star|4 Star|Sort By Popularity,,
3402342,EWNW7377JM7L,75b28660d48a0,1541385894,12,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,Hotel|Motel|5 Star|4 Star|Sort By Popularity,,
3402343,EWNW7377JM7L,75b28660d48a0,1541385902,13,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,Hotel|Motel|5 Star|4 Star|Sort By Popularity,,
3402344,EWNW7377JM7L,75b28660d48a0,1541385978,14,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,Hotel|Motel|5 Star|4 Star|Sort By Popularity,,
3435120,T4WF7B02XPT8,63cac8507d648,1541074314,1,search for poi,Myeong-dong,JP,"Seoul, South Korea",mobile,,,
3466577,00CR4VNMYT1J,20b254edf22d9,1541305930,1,search for poi,Hongdae,TW,"Seoul, South Korea",desktop,,,
3468564,4X66VLT816UM,7f16e29376626,1541313565,1,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",mobile,,,
3468616,4X66VLT816UM,7f16e29376626,1541313803,53,filter selection,5 Star,MY,"Seoul, South Korea",mobile,5 Star,,
3468758,4X66VLT816UM,7f16e29376626,1541314810,195,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",mobile,,,
3494070,WDDWAJ4CKSB5,b6b20381038bc,1541383367,1,search for poi,Myeong-dong,US,"Seoul, South Korea",mobile,,,
3494071,WDDWAJ4CKSB5,b6b20381038bc,1541383441,2,filter selection,Hotel,US,"Seoul, South Korea",mobile,Focus on Distance|Hotel,,
3494072,WDDWAJ4CKSB5,b6b20381038bc,1541383450,3,filter selection,Air Conditioning,US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning,,
3494073,WDDWAJ4CKSB5,b6b20381038bc,1541383460,4,filter selection,Swimming Pool (Combined Filter),US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning|Swimming Pool (Combined Filter),,
3494074,WDDWAJ4CKSB5,b6b20381038bc,1541383487,5,filter selection,Restaurant,US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning|Swimming Pool (Combined Filter)|Restaurant,,
3494075,WDDWAJ4CKSB5,b6b20381038bc,1541383509,6,filter selection,Jacuzzi (Hotel),US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning|Swimming Pool (Combined Filter)|Restaurant|Jacuzzi (Hotel),,
3494112,WDDWAJ4CKSB5,b6b20381038bc,1541384578,43,filter selection,unknown,US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning|Swimming Pool (Combined Filter)|Restaurant|Jacuzzi (Hotel)|Hotel Chain,,
3494113,WDDWAJ4CKSB5,b6b20381038bc,1541384586,44,filter selection,unknown,US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning|Swimming Pool (Combined Filter)|Restaurant|Jacuzzi (Hotel),,
3494114,WDDWAJ4CKSB5,b6b20381038bc,1541384608,45,filter selection,Terrace (Hotel),US,"Seoul, South Korea",mobile,Focus on Distance|Hotel|Air Conditioning|Swimming Pool (Combined Filter)|Restaurant|Jacuzzi (Hotel)|Terrace (Hotel),,
